iteration	K.maxValue	coverage.maxValue	proportion.bounds.logP	q.bounds.logP	maxMortality	slope	resistanceGain	R	fitnessPenalty
852	13847.4	0.429158	-5.75804	-5.1188	0.933683	3.61522	0.527073	3.29982	0.377975
853	12884.8	0.349989	-2.36583	-5.54697	0.942602	9.42008	0.283104	15.4152	0.399998
854	16664.5	0.887014	-2.38606	-5.25254	0.977539	7.20382	0.554041	10.8419	0.257224
855	11002.9	0.749893	-4.67685	-5.84353	0.967079	8.70319	0.51443	45.915	0.324845
856	17672.1	0.453961	-5.07575	-4.32544	0.960829	4.20103	0.86053	18.2582	0.211435
857	17468.4	0.120008	-5.73343	-5.45408	0.922244	2.30156	0.107864	18.9612	0.22106
858	14523.5	0.249677	-5.52762	-5.57393	0.978509	4.77406	0.896869	45.5488	0.0260047
859	18185.9	0.575786	-2.42537	-5.05337	0.941966	9.67953	0.572123	23.6516	0.141868
860	16009.5	0.468008	-2.22496	-5.7682	0.916791	4.10781	0.201412	7.44439	0.150677
861	10180.2	0.339758	-2.21125	-4.07144	0.915767	7.41138	0.174205	3.71938	0.0744213
862	17757.8	0.285411	-4.24806	-4.57623	0.957028	1.26753	0.891901	38.1392	0.320716
863	16564.5	0.345598	-5.63046	-4.57032	0.902552	8.73727	0.873641	12.68	0.103635
864	18794.8	0.532769	-4.57568	-4.19962	0.980306	3.83731	0.621874	46.9658	0.126808
865	11521.3	0.707172	-5.27868	-4.20448	0.908853	6.09531	0.864792	37.5149	0.0396233
866	15477.7	0.372027	-4.545	-4.54269	0.946167	5.29163	0.849502	20.5705	0.00236707
867	15575.4	0.60382	-4.55948	-5.43301	0.978152	9.27016	0.462707	31.6784	0.250107
868	18100.7	0.816898	-4.91663	-4.85622	0.973876	7.09152	0.660315	32.7331	0.32285
869	18728	0.527509	-4.39348	-5.78811	0.928957	5.936	0.700586	6.22858	0.384511
870	13937.5	0.811794	-2.58417	-5.62861	0.946497	3.18963	0.876415	41.0545	0.15228
871	16283.4	0.15191	-5.82575	-5.67854	0.944386	2.38559	0.603626	7.17564	0.319807
872	13306.8	0.84891	-3.62305	-5.2243	0.954852	8.39225	0.776363	16.9313	0.137918
873	14372.3	0.582491	-4.18808	-4.92532	0.955975	3.41439	0.518245	23.1837	0.0993176
874	11851.5	0.301622	-5.07691	-4.12857	0.930003	1.80984	0.651029	28.5733	0.197866
875	19777.8	0.713627	-3.52501	-5.28702	0.979557	5.51696	0.627017	22.7618	0.0601907
876	18237.5	0.544555	-2.90223	-5.6321	0.98985	7.46866	0.483898	14.3847	0.15563
877	17115.1	0.690775	-4.16762	-5.44079	0.98621	9.74319	0.192907	23.0583	0.003522
878	18397.4	0.324923	-5.97525	-5.90033	0.965027	6.35477	0.488349	42.7228	0.302902
879	10030.2	0.697841	-5.92072	-5.10048	0.958374	7.62098	0.373267	20.8018	0.215699
880	19253.5	0.779154	-5.41184	-4.30939	0.957155	6.44434	0.409643	24.5862	0.35397
881	19599.8	0.426118	-4.40623	-4.7607	0.939366	8.98256	0.46352	27.2755	0.331674
882	18875.7	0.851806	-5.28293	-5.66944	0.941597	1.08657	0.834177	29.5894	0.150864
883	11829.2	0.658793	-2.85983	-4.01578	0.910208	7.40795	0.544816	15.6458	0.0433301
884	18329	0.448265	-5.00426	-4.70407	0.923356	6.49003	0.535895	13.5711	0.300611
885	15806.9	0.672395	-2.37551	-5.45218	0.986893	3.58803	0.658895	3.63733	0.212807
886	19294.6	0.102625	-4.61449	-5.72907	0.9697	2.66489	0.119604	4.02547	0.0295995
887	14478	0.32251	-3.0242	-4.6611	0.934371	2.33742	0.772856	3.77257	0.301756
888	14844.1	0.603028	-2.2432	-4.48518	0.90494	6.83816	0.162077	48.4011	0.0378898
889	13981.8	0.640705	-3.67482	-4.09292	0.955451	3.00729	0.198287	2.66549	0.104521
890	10044.9	0.159601	-2.22864	-4.98813	0.966205	9.23127	0.647565	25.5507	0.393975
891	16352.9	0.665356	-2.4775	-4.76594	0.90939	5.16992	0.332485	24.8567	0.199733
892	12387.7	0.15092	-3.17142	-4.10788	0.9717	7.34414	0.552354	19.3962	0.179757
893	19606.9	0.321544	-2.73335	-5.42227	0.975007	4.37851	0.889346	31.955	0.0542672
894	12070.4	0.166825	-4.5058	-5.21754	0.981945	8.82962	0.782901	6.18642	0.0358614
895	11497.5	0.290361	-2.09063	-4.15444	0.929256	6.50848	0.556041	8.18136	0.142069
896	19703.2	0.610658	-3.65345	-5.25898	0.948326	5.82376	0.513471	16.4273	0.0472352
897	19743.6	0.138012	-2.98615	-4.8973	0.976569	8.20988	0.886077	28.8343	0.0361063
898	13149.2	0.123497	-3.64527	-5.78729	0.938324	2.31689	0.44492	22.9157	0.247654
899	11014.1	0.720759	-5.55714	-4.33972	0.960371	9.03575	0.345438	16.5953	0.318524
900	16274.2	0.608232	-4.46368	-5.43631	0.955007	8.59526	0.121167	19.1354	0.293563
901	17163.5	0.869314	-5.24323	-4.12251	0.942786	2.00752	0.222144	33.8921	0.392777
902	11887	0.106192	-4.31253	-5.33817	0.989662	2.69624	0.257454	29.4469	0.121994
903	10475.2	0.363867	-3.64888	-4.53941	0.980064	6.37101	0.130554	15.81	0.179149
904	18957.2	0.327206	-5.2642	-4.9188	0.943658	1.37008	0.599468	22.7081	0.0208074
905	15546	0.599116	-2.39688	-5.4656	0.920657	2.09732	0.185122	29.5024	0.184045
906	18640.7	0.72248	-4.89394	-4.58592	0.986289	7.92854	0.110613	16.8333	0.32876
907	10269.6	0.808054	-4.37378	-5.48528	0.955715	6.9312	0.691649	5.38639	0.0478558
908	14513.8	0.689169	-3.69271	-5.18795	0.927766	9.85507	0.656721	37.5516	0.18624
909	11231	0.826914	-3.11587	-4.58906	0.917265	7.63943	0.382926	29.6328	0.0985683
910	19285.8	0.12894	-2.20383	-5.26306	0.952323	7.55165	0.73116	19.6569	0.324505
911	14149.8	0.45687	-3.05751	-4.58602	0.958588	5.43209	0.147917	39.6268	0.181359
912	10557.3	0.458401	-3.26417	-4.21723	0.906002	9.23743	0.774158	37.7181	0.0369961
913	12875.4	0.470157	-4.08089	-4.08264	0.908972	5.01331	0.140421	32.2223	0.0861149
914	17296.2	0.471506	-4.68876	-4.39372	0.911628	1.87259	0.459411	12.2041	0.0380448
915	15460.5	0.841226	-2.21837	-5.7782	0.940776	7.80588	0.810815	36.6891	0.354074
916	12321.2	0.220367	-4.33366	-4.10127	0.92214	6.69575	0.453582	36.447	0.0683232
917	13199.9	0.230674	-2.0738	-4.99976	0.984926	1.91797	0.536445	24.5513	0.141038
918	18269.6	0.104739	-4.98927	-5.64802	0.95069	5.77595	0.541307	36.0024	0.136334
919	16299.5	0.820214	-3.50289	-4.68266	0.934434	6.99461	0.807664	28.4346	0.023755
920	18849.6	0.241005	-3.54283	-5.7979	0.981647	9.45861	0.668528	22.0264	0.040802
921	14976.5	0.288634	-3.44471	-5.3461	0.956508	2.04854	0.71836	35.0463	0.199014
922	17194.9	0.523995	-4.15195	-4.78665	0.97274	7.79694	0.752892	38.5872	0.114791
923	17402.7	0.224802	-2.66413	-5.37738	0.934274	6.57727	0.447314	35.2954	0.0193611
924	10665.7	0.786678	-2.11342	-4.43426	0.989947	5.0237	0.847741	5.59118	0.0695931
925	13791	0.738953	-2.7878	-4.85218	0.903375	7.96602	0.404987	17.3713	0.271423
926	17275.8	0.372896	-3.20697	-4.13459	0.965644	6.23979	0.678347	3.87353	0.208319
927	16885.7	0.462941	-5.70015	-4.76753	0.964059	9.17556	0.638346	10.2371	0.176428
928	16751.7	0.452569	-2.09862	-5.46133	0.988468	4.90556	0.739018	12.651	0.172492
929	10567	0.50915	-3.71175	-5.97806	0.915334	2.1226	0.136975	6.39008	0.227463
930	11343.9	0.109079	-4.43216	-5.89758	0.902135	9.33304	0.367276	4.39675	0.280119
931	17912.6	0.568123	-3.11114	-5.75545	0.962127	3.79757	0.303442	24.451	0.236386
932	19872	0.142448	-2.15485	-4.72928	0.904253	1.43101	0.836752	8.60151	0.046759
933	18911.8	0.64529	-3.14155	-4.86624	0.969543	6.53838	0.175656	16.7305	0.36319
934	19511	0.114388	-3.80906	-4.44788	0.967258	7.13647	0.759522	3.96506	0.132372
935	12028.7	0.184845	-2.35704	-5.08363	0.932945	6.33927	0.652461	25.4636	0.135258
936	12430.8	0.641181	-3.91785	-5.12596	0.916298	6.71562	0.666474	40.202	0.111709
937	16706.5	0.254405	-5.47328	-4.98704	0.910061	9.94958	0.384125	47.8221	0.0523172
938	12621.6	0.126713	-5.74543	-5.54383	0.980196	3.86938	0.432162	41.2761	0.182344
939	18125	0.882091	-4.11456	-5.7234	0.97648	1.24433	0.673584	40.7532	0.0575476
940	19668.1	0.10098	-3.88644	-4.34231	0.908676	9.08374	0.823496	25.403	0.104314
941	18431.5	0.191752	-3.29475	-4.80519	0.93322	2.70293	0.231426	6.69225	0.0177851
942	18605.9	0.430567	-5.85246	-5.29534	0.917874	8.75831	0.585444	17.1367	0.0610503
943	15128.5	0.323966	-2.51973	-4.52013	0.936067	9.17109	0.810374	32.688	0.11614
944	16951.6	0.595544	-3.28184	-4.43664	0.924894	6.72679	0.368189	30.5181	0.0816178
945	10991.9	0.225924	-3.19905	-4.67009	0.923914	2.84545	0.614269	23.813	0.0405096
946	11874.6	0.628955	-3.50588	-4.82999	0.925479	5.70687	0.523406	6.01909	0.358974
947	15625.2	0.444676	-3.56007	-4.91786	0.902863	8.41272	0.133787	43.4123	0.376783
948	13420.3	0.743615	-4.94045	-4.61032	0.935992	3.85168	0.353629	9.36739	0.164339
949	18357.3	0.803664	-2.71469	-5.01836	0.900343	1.76193	0.298172	49.1905	0.347712
950	10895	0.807779	-2.85415	-5.86968	0.965927	2.85652	0.848016	31.0606	0.313456
951	19955	0.890142	-5.0668	-4.22042	0.951269	4.46448	0.322274	33.599	0.318362
952	11772	0.193655	-3.70445	-4.58295	0.956025	2.04111	0.562845	34.9607	0.0101574
953	16218.9	0.759539	-2.88173	-5.23984	0.930893	4.8523	0.124106	28.5313	0.14383
954	11748	0.659997	-5.36268	-5.73608	0.95977	9.9891	0.403142	25.8816	0.306754
955	15505.5	0.291122	-4.14765	-4.68453	0.921082	6.55229	0.857032	6.87384	0.260266
956	16943.7	0.4752	-5.78749	-5.75808	0.9628	2.50302	0.790797	41.1267	0.086475
957	19558.5	0.172258	-4.87107	-5.90744	0.925163	2.06293	0.139175	45.6383	0.019823
958	11427.7	0.650174	-2.30806	-4.38856	0.914982	5.50871	0.644017	26.2612	0.17944
959	11441.1	0.703406	-2.34853	-5.03944	0.952103	3.64683	0.83471	31.1297	0.218884
960	10581.8	0.239721	-2.26814	-4.72729	0.919213	4.20499	0.404545	15.2084	0.0976513
961	13259	0.795327	-4.79172	-5.43969	0.970236	6.66644	0.310021	12.5225	0.120536
962	16604.7	0.69959	-2.58979	-4.27359	0.936468	1.98001	0.867397	29.0966	0.0491503
963	17123.4	0.273755	-3.79344	-5.60868	0.956322	4.08428	0.191468	24.7678	0.231364
964	16445.7	0.249193	-2.45069	-4.53292	0.981241	6.66093	0.243721	11.8184	0.38334
965	13625.4	0.174098	-2.52412	-5.90538	0.973091	7.87502	0.516316	12.772	0.278354
966	13138.1	0.206057	-3.80229	-4.18928	0.921723	8.54553	0.839167	44.3589	0.367737
967	11121.2	0.410193	-5.77359	-4.22628	0.98709	1.00195	0.365241	9.90505	0.205086
968	10122.9	0.444825	-5.35457	-4.73021	0.918197	7.28297	0.74205	46.0479	0.119594
969	17249.2	0.395778	-5.4665	-5.59834	0.909966	8.05445	0.350765	6.78836	0.277066
970	17378.2	0.866651	-5.46151	-5.63148	0.94472	2.15117	0.38814	6.81096	0.099194
971	11111.7	0.546528	-5.90956	-5.68207	0.971389	3.48476	0.162675	38.2889	0.209996
972	17740.4	0.456056	-5.19869	-5.62356	0.910438	1.83797	0.47786	28.1932	0.134085
973	14038.5	0.634033	-3.75715	-4.37139	0.96625	3.02898	0.141261	6.45814	0.237469
974	17416.2	0.346023	-5.86569	-5.16399	0.98135	4.41987	0.817047	33.5588	0.206316
975	18347.3	0.835809	-2.89068	-4.96207	0.900176	2.45742	0.79204	41.8658	0.25814
976	17817.3	0.182043	-3.04709	-5.83571	0.946283	7.04993	0.314776	49.3981	0.316004
977	19094.9	0.588178	-3.32563	-4.82259	0.980645	7.99205	0.707922	26.4276	0.24355
978	12268.8	0.824614	-2.33123	-4.12554	0.920717	6.73759	0.846171	15.8821	0.028752
979	11028	0.553628	-5.05395	-4.52847	0.927379	3.86104	0.812607	13.133	0.15857
980	10844.6	0.52078	-5.0707	-5.59742	0.970703	4.52107	0.597468	21.6537	0.0679379
981	16794.8	0.379588	-2.01239	-5.70229	0.930088	1.27445	0.461825	5.97565	0.219486
982	13032.2	0.115782	-3.51501	-4.1039	0.945671	3.09089	0.299696	22.4848	0.306066
983	17522.8	0.821378	-5.54029	-5.74715	0.94863	9.7307	0.422725	44.9058	0.21697
984	18511.9	0.488749	-2.13169	-5.47934	0.971262	4.72073	0.443956	48.6888	0.128133
985	10655.8	0.337293	-3.94223	-4.77174	0.961441	8.28897	0.691149	42.7726	0.0141883
986	19693.3	0.83247	-4.20039	-5.99398	0.942516	9.18281	0.769563	47.1329	0.246693
987	11329.4	0.729664	-5.33834	-4.19689	0.911478	9.67125	0.157409	12.9864	0.359459
988	17937.5	0.385113	-3.52155	-5.20659	0.974877	7.998	0.12249	10.8192	0.210775
989	10142.8	0.211111	-5.55498	-5.14616	0.921648	4.80339	0.390959	40.0971	0.155426
990	11168.9	0.244545	-5.68729	-4.15082	0.983205	9.62506	0.437624	22.7985	0.0633954
991	12342.6	0.427799	-3.09991	-5.91874	0.979827	2.73664	0.650213	43.4912	0.175986
992	12864	0.156618	-4.41597	-5.19256	0.977865	2.40554	0.892769	9.52161	0.169226
993	14123.5	0.552496	-3.45746	-5.15671	0.959233	7.75171	0.66208	34.4265	0.0662133
994	15036.3	0.857307	-5.79968	-5.76512	0.925709	1.79357	0.537784	17.0718	0.27234
995	10117.3	0.252192	-4.82735	-5.35722	0.936784	6.50469	0.374532	31.4909	0.115282
996	14220.7	0.723293	-5.98472	-4.47694	0.968008	2.3121	0.521971	45.3167	0.230688
997	19229.3	0.761196	-3.57385	-5.0703	0.927672	6.21849	0.851496	24.5064	0.171696
998	10076.4	0.742986	-4.19545	-4.80114	0.918979	4.84301	0.101006	26.851	0.110294
999	18739.2	0.68605	-5.19217	-4.46155	0.91878	8.62394	0.408406	34.7492	0.234574
1000	17309.1	0.758616	-3.55771	-4.85128	0.965307	8.24363	0.356991	30.1296	0.0779455
